row_number,tstamp,utc_tstmp,year_,month_,day_,hour_,int_dd,egg_pctg,moth_pctg,temp_min,temp_max,temp_avg,humig_pctg_min,humid_pctg_max,humid_pctg_avg,calculated_egg,calculated_moth
228,10.01.2017 11:00,1484046000,2017,1,10,11,0,,,-1.62,-1.3,-1.44,95.19,96.31,95.78,0,0
229,10.01.2017 12:00,1484049600,2017,1,10,12,0,,,-1.47,-0.49,-1.17,96.08,96.43,96.3,0,0
230,10.01.2017 13:00,1484053200,2017,1,10,13,0,,,-0.97,-0.66,-0.8,96.22,96.47,96.33,0,0
231,10.01.2017 14:00,1484056800,2017,1,10,14,0,,,-0.53,4.18,1.15,78.01,96.55,92.81,0,0
232,10.01.2017 15:00,1484060400,2017,1,10,15,0,,,1.96,4.43,2.93,73.74,88.68,82.62,0,0
233,10.01.2017 16:00,1484064000,2017,1,10,16,0,,,2.22,4.04,3.37,76.67,86.65,81.38,0,0
234,10.01.2017 17:00,1484067600,2017,1,10,17,0,,,1.16,3.51,2.48,81.67,92.27,86.99,0,0
235,10.01.2017 18:00,1484071200,2017,1,10,18,0,,,0.14,1.05,0.58,93.48,97.04,95.6,0,0
236,10.01.2017 19:00,1484074800,2017,1,10,19,0,,,0.43,1.11,0.69,92.77,95.79,94.92,0,0
237,10.01.2017 20:00,1484078400,2017,1,10,20,0,,,0.92,1.55,1.14,88.31,93.84,92.11,0,0
238,10.01.2017 21:00,1484082000,2017,1,10,21,0,,,1.32,3.25,2.22,70.92,89.95,80.97,0,0
239,10.01.2017 22:00,1484085600,2017,1,10,22,0,,,1.9,3.21,2.48,72.21,84.47,78.23,0,0
240,10.01.2017 23:00,1484089200,2017,1,10,23,0,,,1.19,1.99,1.5,77.57,87.32,83.75,0,0
241,11.01.2017 00:00,1484092800,2017,1,11,0,0,,,0.21,1.58,0.78,70.9,84.33,80.93,0,0
242,11.01.2017 01:00,1484096400,2017,1,11,1,0,,,-0.87,0,-0.49,71.75,80.9,78.29,0,0
243,11.01.2017 02:00,1484100000,2017,1,11,2,0,,,-1.62,-0.18,-0.89,67.44,74.06,70.05,0,0
244,11.01.2017 03:00,1484103600,2017,1,11,3,0,,,-2.65,-1.6,-2.18,75.07,80.6,78.32,0,0
245,11.01.2017 04:00,1484107200,2017,1,11,4,0,,,-4.01,-2.31,-3.23,80.74,86.07,83.62,0,0
246,11.01.2017 05:00,1484110800,2017,1,11,5,0,,,-5.08,-3.64,-4.1,81.69,89.07,84.7,0,0
247,11.01.2017 06:00,1484114400,2017,1,11,6,0,,,-5.13,-4.32,-4.77,85.45,89.32,88,0,0
248,11.01.2017 07:00,1484118000,2017,1,11,7,0,,,-4.93,-3.77,-4.44,84.09,89.48,86.56,0,0
249,11.01.2017 08:00,1484121600,2017,1,11,8,0,,,-4.71,-1.46,-3.4,72.59,88.66,82.13,0,0
250,11.01.2017 09:00,1484125200,2017,1,11,9,0,,,-1.51,1.44,-0.2,60.74,73.43,67.36,0,0
251,11.01.2017 10:00,1484128800,2017,1,11,10,0,,,1.52,3.04,2.21,55.83,62.72,59.19,0,0
252,11.01.2017 11:00,1484132400,2017,1,11,11,0,,,2.84,5.53,3.92,46.87,58.25,53.59,0,0
253,11.01.2017 12:00,1484136000,2017,1,11,12,0,,,5.59,7.88,6.35,39.34,47.09,44.26,0,0
254,11.01.2017 13:00,1484139600,2017,1,11,13,0,,,6.18,7.55,6.7,42.28,46.1,44.34,0,0
255,11.01.2017 14:00,1484143200,2017,1,11,14,0,,,5.25,7.67,5.99,41.76,50.77,47.76,0,0
256,11.01.2017 15:00,1484146800,2017,1,11,15,0,,,5.58,7.31,6.18,44.8,57.24,50.27,0,0
257,11.01.2017 16:00,1484150400,2017,1,11,16,0,,,3.08,5.22,4.28,60.82,68.04,64.68,0,0
258,11.01.2017 17:00,1484154000,2017,1,11,17,0,,,2.1,3.17,2.65,64.94,76.2,70.91,0,0
259,11.01.2017 18:00,1484157600,2017,1,11,18,0,,,0.4,1.97,1.18,78.91,86.14,83.19,0,0
260,11.01.2017 19:00,1484161200,2017,1,11,19,0,,,-1.73,-0.13,-0.6,86.76,91.49,89.04,0,0
261,11.01.2017 20:00,1484164800,2017,1,11,20,0,,,,,,,,,0,0
262,11.01.2017 21:00,1484168400,2017,1,11,21,0,,,-1.75,0.17,-0.74,80.98,88.22,85.15,0,0
263,11.01.2017 22:00,1484172000,2017,1,11,22,0,,,-4.2,-1.49,-3.03,85.95,93.63,90.65,0,0
264,11.01.2017 23:00,1484175600,2017,1,11,23,0,,,-4.46,-0.32,-2.04,79.29,94.97,85.39,0,0
265,12.01.2017 00:00,1484179200,2017,1,12,0,0,,,-3.9,-1.63,-2.74,77.97,90.86,86.08,0,0
266,12.01.2017 01:00,1484182800,2017,1,12,1,0,,,-3.63,-0.58,-2.49,75.47,87.82,82.63,0,0
267,12.01.2017 02:00,1484186400,2017,1,12,2,0,,,-4.81,-3.09,-4.06,84.11,91.35,88.76,0,0
268,12.01.2017 03:00,1484190000,2017,1,12,3,0,,,-5.57,-3.64,-4.59,87.51,94.5,90.26,0,0
269,12.01.2017 04:00,1484193600,2017,1,12,4,0,,,-5.28,-2.92,-3.99,88.55,94.62,91.3,0,0
270,12.01.2017 05:00,1484197200,2017,1,12,5,0,,,-4.16,-3.09,-3.6,88.53,93.77,91.86,0,0
271,12.01.2017 06:00,1484200800,2017,1,12,6,0,,,-5.35,-2.21,-3.84,90.68,95.32,93.3,0,0
272,12.01.2017 07:00,1484204400,2017,1,12,7,0,,,-4.05,-0.67,-2.52,83.88,94.65,90.76,0,0
273,12.01.2017 08:00,1484208000,2017,1,12,8,0,,,-1.59,1.39,-0.08,78.48,89.25,84.41,0,0
274,12.01.2017 09:00,1484211600,2017,1,12,9,0,,,1.13,2.96,2.36,79.25,82.83,81.44,0,0
275,12.01.2017 10:00,1484215200,2017,1,12,10,0,,,2.73,3.03,2.86,83.34,85.1,84.38,0,0
276,12.01.2017 11:00,1484218800,2017,1,12,11,0,,,2.89,7.07,4.86,61.88,83.82,72.74,0,0
277,12.01.2017 12:00,1484222400,2017,1,12,12,0,,,4.33,5.16,4.69,71.7,75.85,73.92,0,0
278,12.01.2017 13:00,1484226000,2017,1,12,13,0,,,4.19,7.42,5.34,62.75,77.29,72.14,0,0
279,12.01.2017 14:00,1484229600,2017,1,12,14,0,,,4.13,5.57,5.12,67.68,74.84,70.15,0,0
280,12.01.2017 15:00,1484233200,2017,1,12,15,0,,,0.18,1.15,0.5,92.74,96.4,95.28,0,0
281,12.01.2017 16:00,1484236800,2017,1,12,16,0,,,0.05,0.16,0.1,96.63,97.32,97,0,0
282,12.01.2017 17:00,1484240400,2017,1,12,17,0,,,0.02,0.1,0.06,97.37,97.75,97.57,0,0
283,12.01.2017 18:00,1484244000,2017,1,12,18,0,,,-0.05,0.06,-0.02,97.79,98.03,97.91,0,0
284,12.01.2017 19:00,1484247600,2017,1,12,19,0,,,-0.02,0.06,0,98.05,98.18,98.12,0,0
285,12.01.2017 20:00,1484251200,2017,1,12,20,0,,,-0.68,0.03,-0.21,98.22,98.48,98.31,0,0
286,12.01.2017 21:00,1484254800,2017,1,12,21,0,,,-0.52,-0.09,-0.26,98.46,98.53,98.48,0,0
287,12.01.2017 22:00,1484258400,2017,1,12,22,0,,,-0.51,-0.1,-0.23,98.51,98.69,98.58,0,0
288,12.01.2017 23:00,1484262000,2017,1,12,23,0,,,-1.72,-0.66,-1.2,98.71,99.04,98.88,0,0
289,13.01.2017 00:00,1484265600,2017,1,13,0,0,,,-2.69,-1.51,-2.09,98.99,99.2,99.13,0,0
290,13.01.2017 01:00,1484269200,2017,1,13,1,0,,,-3.85,-2.58,-3.28,99.2,99.2,99.2,0,0
291,13.01.2017 02:00,1484272800,2017,1,13,2,0,,,-5.83,-4.15,-4.83,97.1,99.1,98,0,0
292,13.01.2017 03:00,1484276400,2017,1,13,3,0,,,-5.6,-4.07,-4.79,96.06,97.04,96.6,0,0
293,13.01.2017 04:00,1484280000,2017,1,13,4,0,,,-6.37,-5.53,-5.88,95.5,96.17,95.9,0,0
294,13.01.2017 05:00,1484283600,2017,1,13,5,0,,,-7.14,-6.23,-6.55,94.73,95.63,95.33,0,0
295,13.01.2017 06:00,1484287200,2017,1,13,6,0,,,-8.83,-6.51,-7.42,92.97,95.37,94.67,0,0
296,13.01.2017 07:00,1484290800,2017,1,13,7,0,,,-9.73,-6.95,-7.93,92.34,95.3,94.15,0,0
297,13.01.2017 08:00,1484294400,2017,1,13,8,0,,,-10.51,-7.79,-9.28,91.71,94.19,92.63,0,0
298,13.01.2017 09:00,1484298000,2017,1,13,9,0,,,-6.47,-4.64,-5.52,91.49,93.91,92.33,0,0
299,13.01.2017 10:00,1484301600,2017,1,13,10,0,,,-4.6,-1.9,-3.96,89.39,90.47,90,0,0
300,13.01.2017 11:00,1484305200,2017,1,13,11,0,,,-2.35,-0.34,-1.55,78.77,86.27,83.43,0,0
301,13.01.2017 12:00,1484308800,2017,1,13,12,0,,,-0.54,1.12,0.4,69.12,79.56,73.57,0,0
302,13.01.2017 13:00,1484312400,2017,1,13,13,0,,,0.51,1.96,1.22,61.09,70.29,64.52,0,0
303,13.01.2017 14:00,1484316000,2017,1,13,14,0,,,2.28,3.44,2.8,55.09,63.17,58.11,0,0
304,13.01.2017 15:00,1484319600,2017,1,13,15,0,,,1.37,2.66,1.96,57.65,65.41,62.7,0,0
305,13.01.2017 16:00,1484323200,2017,1,13,16,0,,,0.26,1.1,0.64,55.46,63.15,58.24,0,0
306,13.01.2017 17:00,1484326800,2017,1,13,17,0,,,-1.54,0.11,-0.46,58.26,65.98,61.02,0,0
307,13.01.2017 18:00,1484330400,2017,1,13,18,0,,,-3.27,-1.29,-2.13,63.05,76.82,68.84,0,0
308,13.01.2017 19:00,1484334000,2017,1,13,19,0,,,-4.37,-3.27,-3.94,72.02,78.89,75.94,0,0
309,13.01.2017 20:00,1484337600,2017,1,13,20,0,,,-4.84,-2.92,-3.78,70.63,78.48,74.21,0,0
310,13.01.2017 21:00,1484341200,2017,1,13,21,0,,,-4.83,-3.84,-4.3,72.01,83.32,80.67,0,0
311,13.01.2017 22:00,1484344800,2017,1,13,22,0,,,-8.2,-4.01,-5.37,79.22,90.03,84.47,0,0
312,13.01.2017 23:00,1484348400,2017,1,13,23,0,,,-8.32,-7.55,-7.98,92.12,93.66,93.1,0,0
313,14.01.2017 00:00,1484352000,2017,1,14,0,0,,,-10.13,-8.21,-9.12,91.85,94.45,93.64,0,0
314,14.01.2017 01:00,1484355600,2017,1,14,1,0,,,-10.59,-9.57,-10.02,92.48,94.62,93.79,0,0
315,14.01.2017 02:00,1484359200,2017,1,14,2,0,,,-10.77,-6.89,-9.24,88.43,95.37,92.83,0,0
316,14.01.2017 03:00,1484362800,2017,1,14,3,0,,,-10.97,-9.53,-10.2,91.69,94.01,93.03,0,0
317,14.01.2017 04:00,1484366400,2017,1,14,4,0,,,-11.25,-9.01,-10.33,90.4,94.36,92.72,0,0
318,14.01.2017 05:00,1484370000,2017,1,14,5,0,,,-10.26,-8.66,-9.31,91.61,94.45,93.22,0,0
319,14.01.2017 06:00,1484373600,2017,1,14,6,0,,,-10.49,-9.49,-10.11,91.89,93.5,92.52,0,0
320,14.01.2017 07:00,1484377200,2017,1,14,7,0,,,-11.03,-9.93,-10.38,91.22,92.81,92.04,0,0
321,14.01.2017 08:00,1484380800,2017,1,14,8,0,,,-10.8,-8.16,-9.7,90.52,93.82,91.83,0,0
322,14.01.2017 09:00,1484384400,2017,1,14,9,0,,,-9.64,-4.71,-7.02,83.3,89.25,87.01,0,0
323,14.01.2017 10:00,1484388000,2017,1,14,10,0,,,-3.99,-1.14,-2.82,69,78.68,74.38,0,0
324,14.01.2017 11:00,1484391600,2017,1,14,11,0,,,-2.39,1.77,0.16,57.34,70.89,61.5,0,0
325,14.01.2017 12:00,1484395200,2017,1,14,12,0,,,-0.19,2.45,1.39,55.62,65.68,59.99,0,0
326,14.01.2017 13:00,1484398800,2017,1,14,13,0,,,1.27,4,2.08,55.44,63,59.72,0,0
327,14.01.2017 14:00,1484402400,2017,1,14,14,0,,,3.61,5.6,4.48,51.28,58.82,55.74,0,0
328,14.01.2017 15:00,1484406000,2017,1,14,15,0,,,4.12,5.4,4.6,55.94,65.19,61.14,0,0
329,14.01.2017 16:00,1484409600,2017,1,14,16,0,,,2.89,3.8,3.3,66.27,74.35,70.51,0,0
330,14.01.2017 17:00,1484413200,2017,1,14,17,0,,,1.98,3.35,2.7,74.99,82.33,78.94,0,0
331,14.01.2017 18:00,1484416800,2017,1,14,18,0,,,0.33,1.97,1.33,83,89.1,85.86,0,0
332,14.01.2017 19:00,1484420400,2017,1,14,19,0,,,-0.79,0.5,-0.02,90.7,93.15,91.47,0,0
333,14.01.2017 20:00,1484424000,2017,1,14,20,0,,,-0.88,-0.09,-0.55,91.37,93.85,93.22,0,0
334,14.01.2017 21:00,1484427600,2017,1,14,21,0,,,-0.53,-0.19,-0.34,90.33,91.91,91.13,0,0
335,14.01.2017 22:00,1484431200,2017,1,14,22,0,,,-1.65,-0.66,-1.1,91.49,94.66,93.77,0,0
336,14.01.2017 23:00,1484434800,2017,1,14,23,0,,,-1.75,0.01,-0.62,90.17,93.54,91.65,0,0
337,15.01.2017 00:00,1484438400,2017,1,15,0,0,,,-1.9,-0.83,-1.27,92.4,95.32,94.33,0,0
338,15.01.2017 01:00,1484442000,2017,1,15,1,0,,,-1.49,-0.39,-1.19,90.25,93.97,92.5,0,0
339,15.01.2017 02:00,1484445600,2017,1,15,2,0,,,-1.7,-1.34,-1.51,93.37,95.27,94.42,0,0
340,15.01.2017 03:00,1484449200,2017,1,15,3,0,,,-2.25,-1.32,-1.81,94.49,95.72,95.03,0,0
341,15.01.2017 04:00,1484452800,2017,1,15,4,0,,,-2.05,-1.57,-1.88,95.5,95.99,95.83,0,0
342,15.01.2017 05:00,1484456400,2017,1,15,5,0,,,-1.57,-0.98,-1.22,94.64,95.92,95.41,0,0
343,15.01.2017 06:00,1484460000,2017,1,15,6,0,,,-2.11,-1.35,-1.87,95.02,96.44,95.71,0,0
344,15.01.2017 07:00,1484463600,2017,1,15,7,0,,,-2.92,-1.91,-2.4,96.5,97.12,96.77,0,0
345,15.01.2017 08:00,1484467200,2017,1,15,8,0,,,-3.25,-0.27,-1.97,93.77,97.49,96.47,0,0
346,15.01.2017 09:00,1484470800,2017,1,15,9,0,,,0.16,0.78,0.38,86.21,87.99,87.1,0,0
347,15.01.2017 10:00,1484474400,2017,1,15,10,0,,,0.8,1.92,1.54,81.66,85.86,83.16,0,0
348,15.01.2017 11:00,1484478000,2017,1,15,11,0,,,2.36,3.89,3.26,72.89,79.32,75.33,0,0
349,15.01.2017 12:00,1484481600,2017,1,15,12,0,,,3.14,6.23,4.87,63.37,74.63,68.05,0,0
350,15.01.2017 13:00,1484485200,2017,1,15,13,0,,,4.89,8.55,6.42,52.37,64.3,58.67,0,0
351,15.01.2017 14:00,1484488800,2017,1,15,14,0,,,3.89,5.03,4.34,64.79,76.45,70.23,0,0
352,15.01.2017 15:00,1484492400,2017,1,15,15,0,,,3.67,3.94,3.83,79.29,84.55,82.23,0,0
353,15.01.2017 16:00,1484496000,2017,1,15,16,0,,,3.67,3.97,3.83,80.89,84.27,82.19,0,0
354,15.01.2017 17:00,1484499600,2017,1,15,17,0,,,2.57,3.54,2.92,83.32,89.14,86.63,0,0
355,15.01.2017 18:00,1484503200,2017,1,15,18,0,,,2.09,2.59,2.35,89.14,90.92,90.05,0,0
356,15.01.2017 19:00,1484506800,2017,1,15,19,0,,,1.99,2.45,2.28,89.21,91.56,90.18,0,0
357,15.01.2017 20:00,1484510400,2017,1,15,20,0,,,1.07,2.14,1.65,90.56,94.3,92.02,0,0
358,15.01.2017 21:00,1484514000,2017,1,15,21,0,,,0.93,1.63,1.2,94.61,95.62,95.21,0,0
359,15.01.2017 22:00,1484517600,2017,1,15,22,0,,,1.23,1.71,1.42,93.38,94.95,93.97,0,0
360,15.01.2017 23:00,1484521200,2017,1,15,23,0,,,1.3,1.87,1.66,92.19,93.42,92.71,0,0
361,16.01.2017 00:00,1484524800,2017,1,16,0,0,,,0.93,1.61,1.19,93.53,95.46,94.46,0,0
362,16.01.2017 01:00,1484528400,2017,1,16,1,0,,,0.78,1.96,1.26,92.95,95.58,94.62,0,0
363,16.01.2017 02:00,1484532000,2017,1,16,2,0,,,1.12,1.75,1.47,92.57,95.34,94.05,0,0
364,16.01.2017 03:00,1484535600,2017,1,16,3,0,,,1.15,2.84,1.59,93.93,95.99,95.19,0,0
365,16.01.2017 04:00,1484539200,2017,1,16,4,0,,,1.72,2.81,2.26,91.61,95.6,93.52,0,0
366,16.01.2017 05:00,1484542800,2017,1,16,5,0,,,1.82,2.98,2.14,95.82,96.77,96.24,0,0
367,16.01.2017 06:00,1484546400,2017,1,16,6,0,,,2.21,3.88,3.06,90.83,95.93,93.66,0,0
368,16.01.2017 07:00,1484550000,2017,1,16,7,0,,,2.32,3.15,2.75,90.95,94.86,93.28,0,0
369,16.01.2017 08:00,1484553600,2017,1,16,8,0,,,2.48,4.39,3.53,86.05,93.91,90.18,0,0
370,16.01.2017 09:00,1484557200,2017,1,16,9,0,,,4.92,6.12,5.51,72.35,83.3,78.52,0,0
371,16.01.2017 10:00,1484560800,2017,1,16,10,0,,,5.35,7.14,6.5,64.83,76.87,69.21,0,0
372,16.01.2017 11:00,1484564400,2017,1,16,11,0,,,5.93,7.24,6.17,68.42,74.6,73.47,0,0
373,16.01.2017 12:00,1484568000,2017,1,16,12,0,,,7.64,8.59,7.91,61.26,65.71,64.13,0,0
374,16.01.2017 13:00,1484571600,2017,1,16,13,0,,,7,8.24,7.48,62.41,75.35,69.53,0,0
375,16.01.2017 14:00,1484575200,2017,1,16,14,0,,,7.19,7.48,7.33,70.01,72.86,71.48,0,0
376,16.01.2017 15:00,1484578800,2017,1,16,15,0,,,6.57,7.24,6.83,74.47,80.93,77.97,0,0
377,16.01.2017 16:00,1484582400,2017,1,16,16,0,,,6.73,7.45,7.1,69.76,75.03,72.7,0,0
378,16.01.2017 17:00,1484586000,2017,1,16,17,0,,,4.52,6.43,5.47,74.43,80.73,77.32,0,0
379,16.01.2017 18:00,1484589600,2017,1,16,18,0,,,3.99,4.83,4.25,82.16,84.94,83.36,0,0
380,16.01.2017 19:00,1484593200,2017,1,16,19,0,,,4.2,4.87,4.46,81.79,88.1,85.16,0,0
381,16.01.2017 20:00,1484596800,2017,1,16,20,0,,,4.02,4.74,4.42,84.78,88.02,86.13,0,0
382,16.01.2017 21:00,1484600400,2017,1,16,21,0,,,3.98,5.29,4.63,82.19,87.72,84.92,0,0
383,16.01.2017 22:00,1484604000,2017,1,16,22,0,,,4.52,5.53,4.98,81.63,85.7,83.63,0,0
384,16.01.2017 23:00,1484607600,2017,1,16,23,0,,,4.7,5.53,5.09,80.64,84.08,82.34,0,0
385,17.01.2017 00:00,1484611200,2017,1,17,0,0,,,4.62,5.63,5.01,79.06,84.36,82.34,0,0
386,17.01.2017 01:00,1484614800,2017,1,17,1,0,,,4.15,5.74,4.68,76.87,85.18,82.43,0,0
387,17.01.2017 02:00,1484618400,2017,1,17,2,0,,,3.35,4.49,4.01,81.41,86.41,83.5,0,0
388,17.01.2017 03:00,1484622000,2017,1,17,3,0,,,3.21,4.35,3.79,81.99,87.8,84.9,0,0
389,17.01.2017 04:00,1484625600,2017,1,17,4,0,,,2.18,4.14,3.06,83.61,90.97,87.49,0,0
390,17.01.2017 05:00,1484629200,2017,1,17,5,0,,,0.96,1.96,1.48,92.08,94.18,93.54,0,0
391,17.01.2017 06:00,1484632800,2017,1,17,6,0,,,1.01,1.96,1.47,92.14,94.42,92.61,0,0
392,17.01.2017 07:00,1484636400,2017,1,17,7,0,,,0.72,1.7,1.22,91.17,94.06,92.86,0,0
393,17.01.2017 08:00,1484640000,2017,1,17,8,0,,,0.78,2.17,1.26,88.69,93.83,92.62,0,0
394,17.01.2017 09:00,1484643600,2017,1,17,9,0,,,1.94,3.05,2.35,86.57,89.52,88.43,0,0
395,17.01.2017 10:00,1484647200,2017,1,17,10,0,,,3.68,5.26,4.29,78.04,83.99,81.09,0,0
396,17.01.2017 11:00,1484650800,2017,1,17,11,0,,,5.95,6.95,6.53,71.41,75.74,73.01,0,0
397,17.01.2017 12:00,1484654400,2017,1,17,12,0,,,4.99,5.87,5.37,76.39,88.76,82.88,0,0
398,17.01.2017 13:00,1484658000,2017,1,17,13,0,,,4.95,5.61,5.33,86.75,90.89,89.07,0,0
399,17.01.2017 14:00,1484661600,2017,1,17,14,0,,,5.24,5.89,5.57,83.51,87.56,85.73,0,0
400,17.01.2017 15:00,1484665200,2017,1,17,15,0,,,5.06,5.99,5.43,82.61,84.44,83.84,0,0
401,17.01.2017 16:00,1484668800,2017,1,17,16,0,,,4.66,5.36,5.08,85.33,88.24,86.33,0,0
402,17.01.2017 17:00,1484672400,2017,1,17,17,0,,,4.18,4.6,4.39,88.55,91.97,90.41,0,0
403,17.01.2017 18:00,1484676000,2017,1,17,18,0,,,3.64,4.04,3.77,92.05,94.25,93.68,0,0
404,17.01.2017 19:00,1484679600,2017,1,17,19,0,,,3.14,3.77,3.5,93.54,94.84,94.02,0,0
405,17.01.2017 20:00,1484683200,2017,1,17,20,0,,,3.12,3.62,3.4,94.06,96.09,95.25,0,0
406,17.01.2017 21:00,1484686800,2017,1,17,21,0,,,3.26,3.49,3.39,94.23,95.23,94.85,0,0
407,17.01.2017 22:00,1484690400,2017,1,17,22,0,,,3.07,3.33,3.22,95.29,96.01,95.73,0,0
408,17.01.2017 23:00,1484694000,2017,1,17,23,0,,,3.14,3.51,3.3,95.43,96.12,95.73,0,0
409,18.01.2017 00:00,1484697600,2017,1,18,0,0,,,2.89,3.81,3.29,93.14,96.25,95.07,0,0
410,18.01.2017 01:00,1484701200,2017,1,18,1,0,,,2.33,3.22,2.82,96.02,97.02,96.53,0,0
411,18.01.2017 02:00,1484704800,2017,1,18,2,0,,,2.22,3.26,2.73,97.16,98.11,97.74,0,0
412,18.01.2017 03:00,1484708400,2017,1,18,3,0,,,2.44,2.91,2.77,98.06,98.23,98.14,0,0
413,18.01.2017 04:00,1484712000,2017,1,18,4,0,,,2.23,2.6,2.42,98.24,98.52,98.4,0,0
414,18.01.2017 05:00,1484715600,2017,1,18,5,0,,,2.42,2.67,2.51,98.45,98.53,98.5,0,0
415,18.01.2017 06:00,1484719200,2017,1,18,6,0,,,1.9,2.49,2.16,98.34,98.46,98.39,0,0
416,18.01.2017 07:00,1484722800,2017,1,18,7,0,,,1.38,2.14,1.79,98.31,98.44,98.37,0,0
417,18.01.2017 08:00,1484726400,2017,1,18,8,0,,,1.38,2.26,1.99,98.35,98.48,98.4,0,0
418,18.01.2017 09:00,1484730000,2017,1,18,9,0,,,2.36,4.05,2.99,97.61,98.48,98.09,0,0
419,18.01.2017 10:00,1484733600,2017,1,18,10,0,,,3.48,6.97,5.1,81.11,97.51,91.08,0,0
420,18.01.2017 11:00,1484737200,2017,1,18,11,0,,,6.12,7.9,7.41,70.55,82.32,75.66,0,0
421,18.01.2017 12:00,1484740800,2017,1,18,12,0,,,8.04,9.67,8.61,61.84,73.29,69.48,0,0
422,18.01.2017 13:00,1484744400,2017,1,18,13,0,,,7.77,10.08,8.51,62.83,73.44,67.01,0,0
423,18.01.2017 14:00,1484748000,2017,1,18,14,0,,,8.29,10.63,9.5,57.64,67.72,63.12,0,0
424,18.01.2017 15:00,1484751600,2017,1,18,15,0,,,8.88,10.4,9.51,60.18,71.85,66.75,0,0
425,18.01.2017 16:00,1484755200,2017,1,18,16,0,,,7.95,9.17,8.55,67.38,71.28,69,0,0
426,18.01.2017 17:00,1484758800,2017,1,18,17,0,,,5.29,7.92,6.65,69.91,78.85,73.49,0,0
427,18.01.2017 18:00,1484762400,2017,1,18,18,0,,,4.08,5.42,4.87,75.99,81.51,78.74,0,0
428,18.01.2017 19:00,1484766000,2017,1,18,19,0,,,2.48,3.71,3.2,83.43,86.64,85.28,0,0
429,18.01.2017 20:00,1484769600,2017,1,18,20,0,,,2.28,3.31,2.72,85.63,88.91,87.51,0,0
430,18.01.2017 21:00,1484773200,2017,1,18,21,0,,,2.14,2.97,2.56,85.8,89.68,87.44,0,0
431,18.01.2017 22:00,1484776800,2017,1,18,22,0,,,2.19,2.88,2.51,85.43,88.72,86.95,0,0
432,18.01.2017 23:00,1484780400,2017,1,18,23,0,,,-0.22,1.95,0.92,87.36,94.96,91.24,0,0
433,19.01.2017 00:00,1484784000,2017,1,19,0,0,,,1.23,1.82,1.42,87.58,90.6,89.58,0,0
434,19.01.2017 01:00,1484787600,2017,1,19,1,0,,,-0.01,1.38,0.8,88.65,93.62,91.04,0,0
435,19.01.2017 02:00,1484791200,2017,1,19,2,0,,,0.15,1.06,0.49,91.57,94.48,93.2,0,0
436,19.01.2017 03:00,1484794800,2017,1,19,3,0,,,-0.56,0.95,0.17,89.9,93.82,91.74,0,0
437,19.01.2017 04:00,1484798400,2017,1,19,4,0,,,-2.35,-1.37,-1.91,92.83,97.61,96.18,0,0
438,19.01.2017 05:00,1484802000,2017,1,19,5,0,,,-2.69,-1.49,-2.11,97.71,98.04,97.93,0,0
439,19.01.2017 06:00,1484805600,2017,1,19,6,0,,,-3.06,-2.23,-2.71,98.08,98.48,98.29,0,0
440,19.01.2017 07:00,1484809200,2017,1,19,7,0,,,-4.38,-2.59,-3.36,98.16,98.59,98.42,0,0
441,19.01.2017 08:00,1484812800,2017,1,19,8,0,,,-6,-3.28,-4.9,96.09,98.06,97.06,0,0
442,19.01.2017 09:00,1484816400,2017,1,19,9,0,,,-3,1.27,-0.79,93.94,96,95.23,0,0
443,19.01.2017 10:00,1484820000,2017,1,19,10,0,,,1.25,3.9,2.69,81,92.78,85.93,0,0
444,19.01.2017 11:00,1484823600,2017,1,19,11,0,,,3.5,6.27,4.3,72.43,81.82,79.04,0,0
445,19.01.2017 12:00,1484827200,2017,1,19,12,0,,,6,7.4,6.8,60.03,69.21,64.1,0,0
446,19.01.2017 13:00,1484830800,2017,1,19,13,0,,,7.34,8.9,8.32,51.1,60.81,56.12,0,0
447,19.01.2017 14:00,1484834400,2017,1,19,14,0,,,8.29,8.85,8.52,54.94,60.21,57.37,0,0
448,19.01.2017 15:00,1484838000,2017,1,19,15,0,,,6.35,8.45,7.3,57.82,63.94,61.04,0,0
449,19.01.2017 16:00,1484841600,2017,1,19,16,0,,,5.25,7.41,6.5,58.72,66.77,62.16,0,0
450,19.01.2017 17:00,1484845200,2017,1,19,17,0,,,4.16,4.85,4.51,68.06,72.22,70.23,0,0
451,19.01.2017 18:00,1484848800,2017,1,19,18,0,,,3.79,4.09,3.96,72.8,75.54,74.17,0,0
452,19.01.2017 19:00,1484852400,2017,1,19,19,0,,,3.62,3.89,3.72,74.86,76.44,75.57,0,0
453,19.01.2017 20:00,1484856000,2017,1,19,20,0,,,3.24,3.81,3.6,73.16,77.74,74.73,0,0
454,19.01.2017 21:00,1484859600,2017,1,19,21,0,,,2.67,3.15,2.86,77.51,80.73,79.47,0,0
455,19.01.2017 22:00,1484863200,2017,1,19,22,0,,,2.23,2.93,2.62,78.52,81.74,80.14,0,0
456,19.01.2017 23:00,1484866800,2017,1,19,23,0,,,1.22,2.35,1.56,80.48,86.47,84.44,0,0
457,20.01.2017 00:00,1484870400,2017,1,20,0,0,,,1.08,1.44,1.23,86.05,87.58,86.82,0,0
458,20.01.2017 01:00,1484874000,2017,1,20,1,0,,,0.89,1.48,1.17,85.58,88.93,87.37,0,0
459,20.01.2017 02:00,1484877600,2017,1,20,2,0,,,0.82,1.49,1.25,85.19,88.4,86.45,0,0
