row_number,tstamp,utc_tstmp,year_,month_,day_,hour_,int_dd,egg_pctg,moth_pctg,temp_min,temp_max,temp_avg,humig_pctg_min,humid_pctg_max,humid_pctg_avg,calculated_egg,calculated_moth
5657,24.01.2018 16:00,1516809600,2018,1,24,16,14.11,,,0.92,1.52,1.2,59.37,62.63,60.91,0.113197508,0.144578995
5658,24.01.2018 17:00,1516813200,2018,1,24,17,14.11,,,0.59,0.93,0.72,59.32,62.06,60.52,0.113197508,0.144578995
5659,24.01.2018 18:00,1516816800,2018,1,24,18,14.11,,,0.4,0.53,0.45,60.98,63.54,62.09,0.113197508,0.144578995
5660,24.01.2018 19:00,1516820400,2018,1,24,19,14.11,,,0.05,0.33,0.22,62.07,64,63,0.113197508,0.144578995
5661,24.01.2018 20:00,1516824000,2018,1,24,20,14.11,,,-0.16,0.1,-0.01,63.42,65.18,64.41,0.113197508,0.144578995
5662,24.01.2018 21:00,1516827600,2018,1,24,21,14.11,,,-0.43,-0.12,-0.31,62.5,66.04,64.52,0.113197508,0.144578995
5663,24.01.2018 22:00,1516831200,2018,1,24,22,14.11,,,-1,-0.4,-0.73,64.27,69.97,66.69,0.113197508,0.144578995
5664,24.01.2018 23:00,1516834800,2018,1,24,23,14.11,,,-1.05,-0.72,-0.85,62.57,71.05,64.97,0.113197508,0.144578995
5665,25.01.2018 00:00,1516838400,2018,1,25,0,14.11,,,-1.35,-0.96,-1.09,60.16,64.09,61.67,0.113197508,0.144578995
5666,25.01.2018 01:00,1516842000,2018,1,25,1,14.11,,,-1.72,-1.45,-1.56,61.46,64.1,62.69,0.113197508,0.144578995
5667,25.01.2018 02:00,1516845600,2018,1,25,2,14.11,,,-1.95,-1.75,-1.85,60.6,65.36,62.81,0.113197508,0.144578995
5668,25.01.2018 03:00,1516849200,2018,1,25,3,14.11,,,-1.96,-1.77,-1.85,54.74,60.19,57.42,0.113197508,0.144578995
5669,25.01.2018 04:00,1516852800,2018,1,25,4,14.11,,,-2.27,-2.02,-2.12,52.47,56,54.86,0.113197508,0.144578995
5670,25.01.2018 05:00,1516856400,2018,1,25,5,14.11,,,-2.77,-2.29,-2.58,53.02,55.91,54.11,0.113197508,0.144578995
5671,25.01.2018 06:00,1516860000,2018,1,25,6,14.11,,,-3.11,-2.81,-2.94,55.04,57.9,56.17,0.113197508,0.144578995
5672,25.01.2018 07:00,1516863600,2018,1,25,7,14.11,,,-3.26,-3.06,-3.19,57.35,60.57,59.41,0.113197508,0.144578995
5673,25.01.2018 08:00,1516867200,2018,1,25,8,14.11,,,-3.24,-2.94,-3.08,57.85,60.95,59.39,0.113197508,0.144578995
5674,25.01.2018 09:00,1516870800,2018,1,25,9,14.11,,,-3.13,-2.33,-2.74,55.63,59.85,57.85,0.113197508,0.144578995
5675,25.01.2018 10:00,1516874400,2018,1,25,10,14.11,,,-2.4,-1.2,-1.9,50.15,56.22,54.24,0.113197508,0.144578995
5676,25.01.2018 11:00,1516878000,2018,1,25,11,14.11,,,-1.37,-0.78,-1.07,48.99,50.48,49.89,0.113197508,0.144578995
5677,25.01.2018 12:00,1516881600,2018,1,25,12,14.11,,,-1.06,0.19,-0.51,48.73,50.92,50.06,0.113197508,0.144578995
5678,25.01.2018 13:00,1516885200,2018,1,25,13,14.11,,,-0.64,0.32,-0.24,48.27,51.65,50.12,0.113197508,0.144578995
5679,25.01.2018 14:00,1516888800,2018,1,25,14,14.11,,,-0.7,-0.38,-0.54,50.22,52.47,51.33,0.113197508,0.144578995
5680,25.01.2018 15:00,1516892400,2018,1,25,15,14.11,,,-0.81,-0.49,-0.64,51.49,55.06,53.28,0.113197508,0.144578995
5681,25.01.2018 16:00,1516896000,2018,1,25,16,14.11,,,-0.79,-0.58,-0.7,54.8,57.71,56.12,0.113197508,0.144578995
5682,25.01.2018 17:00,1516899600,2018,1,25,17,14.11,,,-0.93,-0.69,-0.8,54.48,56.92,56.13,0.113197508,0.144578995
5683,25.01.2018 18:00,1516903200,2018,1,25,18,14.11,,,-0.9,-0.78,-0.82,55.62,57.32,56.28,0.113197508,0.144578995
5684,25.01.2018 19:00,1516906800,2018,1,25,19,14.11,,,-0.99,-0.86,-0.95,57.28,61.59,58.52,0.113197508,0.144578995
5685,25.01.2018 20:00,1516910400,2018,1,25,20,14.11,,,-1.45,-1.01,-1.18,58.86,65.8,62.67,0.113197508,0.144578995
5686,25.01.2018 21:00,1516914000,2018,1,25,21,14.11,,,-2.28,-1.37,-1.88,64.9,75.65,70.34,0.113197508,0.144578995
5687,25.01.2018 22:00,1516917600,2018,1,25,22,14.11,,,-2.19,-1.89,-2.03,66.75,68.12,67.47,0.113197508,0.144578995
5688,25.01.2018 23:00,1516921200,2018,1,25,23,14.11,,,-2.65,-2.38,-2.5,67.35,72.58,69.58,0.113197508,0.144578995
5689,26.01.2018 00:00,1516924800,2018,1,26,0,14.11,,,-2.38,-2.04,-2.23,62.35,66.75,64.33,0.113197508,0.144578995
5690,26.01.2018 01:00,1516928400,2018,1,26,1,14.11,,,-2.62,-2.03,-2.34,60.8,69.28,64.82,0.113197508,0.144578995
5691,26.01.2018 02:00,1516932000,2018,1,26,2,14.11,,,-3.14,-2.34,-2.66,63.91,76.17,68.41,0.113197508,0.144578995
5692,26.01.2018 03:00,1516935600,2018,1,26,3,14.11,,,-3.71,-3.19,-3.35,72.39,79,75.82,0.113197508,0.144578995
5693,26.01.2018 04:00,1516939200,2018,1,26,4,14.11,,,-3.52,-3.09,-3.3,67.16,75.36,71.75,0.113197508,0.144578995
5694,26.01.2018 05:00,1516942800,2018,1,26,5,14.11,,,-3.4,-2.45,-3.02,61.18,69.63,65.28,0.113197508,0.144578995
5695,26.01.2018 06:00,1516946400,2018,1,26,6,14.11,,,-3.21,-2.7,-3.02,64.55,68.26,66.43,0.113197508,0.144578995
5696,26.01.2018 07:00,1516950000,2018,1,26,7,14.11,,,-3.21,-2.49,-2.8,62.48,68.25,65.48,0.113197508,0.144578995
5697,26.01.2018 08:00,1516953600,2018,1,26,8,14.11,,,-2.98,-1.32,-2.44,59.45,68.3,65.23,0.113197508,0.144578995
5698,26.01.2018 09:00,1516957200,2018,1,26,9,14.11,,,-1.6,-0.59,-0.9,57.52,60.85,58.7,0.113197508,0.144578995
5699,26.01.2018 10:00,1516960800,2018,1,26,10,14.11,,,-0.4,1.91,0.78,51.23,57.24,54.44,0.113197508,0.144578995
5700,26.01.2018 11:00,1516964400,2018,1,26,11,14.11,,,1.48,2.87,2.16,49.89,53.54,51.07,0.113197508,0.144578995
5701,26.01.2018 12:00,1516968000,2018,1,26,12,14.11,,,2.52,3.73,3.21,49.09,53.22,50.47,0.113197508,0.144578995
5702,26.01.2018 13:00,1516971600,2018,1,26,13,14.11,,,3.6,4.59,4.08,48.2,51.21,49.59,0.113197508,0.144578995
5703,26.01.2018 14:00,1516975200,2018,1,26,14,14.11,,,4.54,5.47,4.91,47.39,49.88,49.12,0.113197508,0.144578995
5704,26.01.2018 15:00,1516978800,2018,1,26,15,14.11,,,4.69,6.1,5.28,48.05,50.05,48.88,0.113197508,0.144578995
5705,26.01.2018 16:00,1516982400,2018,1,26,16,14.11,,,3.97,5.12,4.49,48.67,53.52,51.39,0.113197508,0.144578995
5706,26.01.2018 17:00,1516986000,2018,1,26,17,14.11,,,2.56,4.03,3.24,53.95,59.65,56.82,0.113197508,0.144578995
5707,26.01.2018 18:00,1516989600,2018,1,26,18,14.11,,,1.45,2.42,1.89,59.83,64.45,62.09,0.113197508,0.144578995
5708,26.01.2018 19:00,1516993200,2018,1,26,19,14.11,,,1.1,1.65,1.46,62.7,65.61,63.85,0.113197508,0.144578995
5709,26.01.2018 20:00,1516996800,2018,1,26,20,14.11,,,0.99,1.45,1.2,63.19,65.32,64.24,0.113197508,0.144578995
5710,26.01.2018 21:00,1517000400,2018,1,26,21,14.11,,,0.79,1.04,0.9,60.94,63.69,62.11,0.113197508,0.144578995
5711,26.01.2018 22:00,1517004000,2018,1,26,22,14.11,,,0.66,0.82,0.76,62.25,63.63,62.83,0.113197508,0.144578995
5712,26.01.2018 23:00,1517007600,2018,1,26,23,14.11,,,0.63,1.48,0.84,60.68,65.18,63.74,0.113197508,0.144578995
5713,27.01.2018 00:00,1517011200,2018,1,27,0,14.11,,,0.68,1.28,0.91,59.67,61.73,61.03,0.113197508,0.144578995
5714,27.01.2018 01:00,1517014800,2018,1,27,1,14.11,,,0.17,0.77,0.5,60.97,63.56,62.15,0.113197508,0.144578995
5715,27.01.2018 02:00,1517018400,2018,1,27,2,14.11,,,0.42,0.84,0.62,61.52,62.64,61.97,0.113197508,0.144578995
5716,27.01.2018 03:00,1517022000,2018,1,27,3,14.11,,,0.72,0.94,0.83,60.99,62.01,61.63,0.113197508,0.144578995
5717,27.01.2018 04:00,1517025600,2018,1,27,4,14.11,,,0.4,1.12,0.68,60.61,63.03,61.73,0.113197508,0.144578995
5718,27.01.2018 05:00,1517029200,2018,1,27,5,14.11,,,-0.25,0.52,0.05,62.45,66.63,65.06,0.113197508,0.144578995
5719,27.01.2018 06:00,1517032800,2018,1,27,6,14.11,,,-0.71,0.21,-0.11,64.27,68.33,65.81,0.113197508,0.144578995
5720,27.01.2018 07:00,1517036400,2018,1,27,7,14.11,,,-0.84,-0.3,-0.54,68.12,70.72,69.43,0.113197508,0.144578995
5721,27.01.2018 08:00,1517040000,2018,1,27,8,14.11,,,-1.38,-0.17,-1,67.75,72.76,70.8,0.113197508,0.144578995
5722,27.01.2018 09:00,1517043600,2018,1,27,9,14.11,,,-1.39,0.76,-0.24,64.94,73.05,68.97,0.113197508,0.144578995
5723,27.01.2018 10:00,1517047200,2018,1,27,10,14.11,,,0.18,3.91,2.38,53.95,67.76,59.59,0.113197508,0.144578995
5724,27.01.2018 11:00,1517050800,2018,1,27,11,14.11,,,3.52,4.31,3.86,53.7,55.99,54.76,0.113197508,0.144578995
5725,27.01.2018 12:00,1517054400,2018,1,27,12,14.11,,,4.31,5.33,4.78,51.9,54.95,53.61,0.113197508,0.144578995
5726,27.01.2018 13:00,1517058000,2018,1,27,13,14.11,,,5.05,5.74,5.39,51.76,53.88,52.96,0.113197508,0.144578995
5727,27.01.2018 14:00,1517061600,2018,1,27,14,14.11,,,5.06,5.86,5.4,53.52,55.41,54.42,0.113197508,0.144578995
5728,27.01.2018 15:00,1517065200,2018,1,27,15,14.11,,,4.76,5.67,5.15,54.29,56.71,55.38,0.113197508,0.144578995
5729,27.01.2018 16:00,1517068800,2018,1,27,16,14.11,,,4.1,5.18,4.53,55.04,60.77,58.04,0.113197508,0.144578995
5730,27.01.2018 17:00,1517072400,2018,1,27,17,14.11,,,1.93,3.71,2.87,61.09,68.17,63.96,0.113197508,0.144578995
5731,27.01.2018 18:00,1517076000,2018,1,27,18,14.11,,,1.03,1.82,1.42,68.14,70.57,69.53,0.113197508,0.144578995
5732,27.01.2018 19:00,1517079600,2018,1,27,19,14.11,,,0.74,1.23,1,69.16,72.29,71.09,0.113197508,0.144578995
5733,27.01.2018 20:00,1517083200,2018,1,27,20,14.11,,,-0.18,0.79,0.28,72,79.09,75.76,0.113197508,0.144578995
5734,27.01.2018 21:00,1517086800,2018,1,27,21,14.11,,,-0.62,0.18,-0.15,76.74,79.87,78.12,0.113197508,0.144578995
5735,27.01.2018 22:00,1517090400,2018,1,27,22,14.11,,,-1.19,-0.62,-0.94,82.7,86.77,84.4,0.113197508,0.144578995
5736,27.01.2018 23:00,1517094000,2018,1,27,23,14.11,,,-1.63,-0.83,-1.23,83.5,89,85.64,0.113197508,0.144578995
5737,28.01.2018 00:00,1517097600,2018,1,28,0,14.11,,,-0.96,-0.18,-0.59,73.97,83.29,80.35,0.113197508,0.144578995
5738,28.01.2018 01:00,1517101200,2018,1,28,1,14.11,,,-1.93,-0.69,-1.29,73.93,85.5,80.03,0.113197508,0.144578995
5739,28.01.2018 02:00,1517104800,2018,1,28,2,14.11,,,-1.99,-0.76,-1.31,81.66,88.03,84.38,0.113197508,0.144578995
5740,28.01.2018 03:00,1517108400,2018,1,28,3,14.11,,,-2.64,-1.73,-2.05,84.49,90.43,88.27,0.113197508,0.144578995
5741,28.01.2018 04:00,1517112000,2018,1,28,4,14.11,,,-4.15,-1.93,-2.9,87.41,96,91.14,0.113197508,0.144578995
5742,28.01.2018 05:00,1517115600,2018,1,28,5,14.11,,,-4.11,-2.07,-2.94,89.67,96.46,91.94,0.113197508,0.144578995
5743,28.01.2018 06:00,1517119200,2018,1,28,6,14.11,,,-4.45,-2.28,-3.13,91.88,97.66,94.87,0.113197508,0.144578995
5744,28.01.2018 07:00,1517122800,2018,1,28,7,14.11,,,-3.07,-2.18,-2.7,90.45,94.4,92.85,0.113197508,0.144578995
5745,28.01.2018 08:00,1517126400,2018,1,28,8,14.11,,,-3.95,-0.66,-2.42,84.72,96.09,92.5,0.113197508,0.144578995
5746,28.01.2018 09:00,1517130000,2018,1,28,9,14.11,,,-0.46,1.66,0.7,69.04,83.7,75.49,0.113197508,0.144578995
5747,28.01.2018 10:00,1517133600,2018,1,28,10,14.11,,,1.17,3.26,2.44,59.68,71.92,64.51,0.113197508,0.144578995
5748,28.01.2018 11:00,1517137200,2018,1,28,11,14.11,,,3.08,4.67,3.69,54.02,59.59,57.35,0.113197508,0.144578995
5749,28.01.2018 12:00,1517140800,2018,1,28,12,14.11,,,4.89,5.91,5.4,51.21,53.7,52.29,0.113197508,0.144578995
5750,28.01.2018 13:00,1517144400,2018,1,28,13,14.11,,,5.54,7.83,6.52,45.87,50.79,48.79,0.113197508,0.144578995
5751,28.01.2018 14:00,1517148000,2018,1,28,14,14.11,,,7.03,8.05,7.53,44.7,48.06,46.09,0.113197508,0.144578995
5752,28.01.2018 15:00,1517151600,2018,1,28,15,14.11,,,7.83,8.35,8.05,43.55,46.02,44.47,0.113197508,0.144578995
5753,28.01.2018 16:00,1517155200,2018,1,28,16,14.11,,,7.34,8.22,7.77,42.54,46.45,45.18,0.113197508,0.144578995
5754,28.01.2018 17:00,1517158800,2018,1,28,17,14.11,,,5.17,7.25,6.45,45.92,52.9,49.02,0.113197508,0.144578995
5755,28.01.2018 18:00,1517162400,2018,1,28,18,14.11,,,3.13,4.87,4.08,54.23,65.02,58.48,0.113197508,0.144578995
5756,28.01.2018 19:00,1517166000,2018,1,28,19,14.11,,,2.65,3.53,3.09,63.96,69.13,66.08,0.113197508,0.144578995
5757,28.01.2018 20:00,1517169600,2018,1,28,20,14.11,,,1.93,2.81,2.31,68.21,71.78,70.13,0.113197508,0.144578995
5758,28.01.2018 21:00,1517173200,2018,1,28,21,14.11,,,1.22,2.24,1.74,68.99,76.39,72.85,0.113197508,0.144578995
5759,28.01.2018 22:00,1517176800,2018,1,28,22,14.11,,,0.89,1.58,1.19,74.06,81.08,77.76,0.113197508,0.144578995
5760,28.01.2018 23:00,1517180400,2018,1,28,23,14.11,,,0.52,1,0.71,77.36,80.63,78.4,0.113197508,0.144578995
5761,29.01.2018 00:00,1517184000,2018,1,29,0,14.11,,,0.13,0.48,0.33,77.24,80.76,78.93,0.113197508,0.144578995
5762,29.01.2018 01:00,1517187600,2018,1,29,1,14.11,,,-0.48,-0.04,-0.29,79.26,84.41,82.79,0.113197508,0.144578995
5763,29.01.2018 02:00,1517191200,2018,1,29,2,14.11,,,-0.78,-0.37,-0.59,84.21,86.65,85.54,0.113197508,0.144578995
5764,29.01.2018 03:00,1517194800,2018,1,29,3,14.11,,,-1.41,-0.85,-1.08,85.77,88.92,86.95,0.113197508,0.144578995
5765,29.01.2018 04:00,1517198400,2018,1,29,4,14.11,,,-2.43,-0.89,-1.67,85.77,92.5,88.27,0.113197508,0.144578995
5766,29.01.2018 05:00,1517202000,2018,1,29,5,14.11,,,-2.45,-1.79,-2.14,89.55,93.36,91.44,0.113197508,0.144578995
5767,29.01.2018 06:00,1517205600,2018,1,29,6,14.11,,,-3.78,-2.64,-3.14,92.43,97.37,96.06,0.113197508,0.144578995
5768,29.01.2018 07:00,1517209200,2018,1,29,7,14.11,,,-6.14,-2.91,-4.41,92.39,99.21,97,0.113197508,0.144578995
5769,29.01.2018 08:00,1517212800,2018,1,29,8,14.11,,,-6.25,-3.93,-5.3,99.22,99.24,99.23,0.113197508,0.144578995
5770,29.01.2018 09:00,1517216400,2018,1,29,9,14.11,,,-3.47,0.04,-1.66,86.2,99.21,91.5,0.113197508,0.144578995
5771,29.01.2018 10:00,1517220000,2018,1,29,10,14.11,,,0.45,3.93,2.64,61.58,83.81,70.2,0.113197508,0.144578995
5772,29.01.2018 11:00,1517223600,2018,1,29,11,14.11,,,3.63,5.79,4.63,54.67,64.33,59.33,0.113197508,0.144578995
5773,29.01.2018 12:00,1517227200,2018,1,29,12,14.11,,,6.01,6.95,6.49,48.2,53.56,50.82,0.113197508,0.144578995
5774,29.01.2018 13:00,1517230800,2018,1,29,13,14.11,,,7.09,8.89,7.99,38.56,48.89,43,0.113197508,0.144578995
5775,29.01.2018 14:00,1517234400,2018,1,29,14,14.11,,,8.47,9.44,8.87,38.81,42.6,40.56,0.113197508,0.144578995
5776,29.01.2018 15:00,1517238000,2018,1,29,15,14.11,,,9.08,10.28,9.57,35.9,40.16,38.14,0.113197508,0.144578995
5777,29.01.2018 16:00,1517241600,2018,1,29,16,14.11,,,8.4,9.16,8.84,38.29,41,39.3,0.113197508,0.144578995
5778,29.01.2018 17:00,1517245200,2018,1,29,17,14.11,,,6.58,8.63,7.76,37.74,40,38.77,0.113197508,0.144578995
5779,29.01.2018 18:00,1517248800,2018,1,29,18,14.11,,,3.38,6.21,4.5,41.02,51.01,45.8,0.113197508,0.144578995
5780,29.01.2018 19:00,1517252400,2018,1,29,19,14.11,,,1.8,3.79,3.12,47.73,58.55,51.41,0.113197508,0.144578995
5781,29.01.2018 20:00,1517256000,2018,1,29,20,14.11,,,0.54,2.93,2.05,53.67,63.88,57.68,0.113197508,0.144578995
5782,29.01.2018 21:00,1517259600,2018,1,29,21,14.11,,,-1.24,0.22,-0.68,65.6,76.17,72.13,0.113197508,0.144578995
5783,29.01.2018 22:00,1517263200,2018,1,29,22,14.11,,,-1.55,0.07,-0.67,68.14,73.71,72.09,0.113197508,0.144578995
5784,29.01.2018 23:00,1517266800,2018,1,29,23,14.11,,,-2.92,-1.83,-2.37,76,86.82,82.84,0.113197508,0.144578995
5785,30.01.2018 00:00,1517270400,2018,1,30,0,14.11,,,-3.3,-2.18,-2.63,84.79,89.17,86.29,0.113197508,0.144578995
5786,30.01.2018 01:00,1517274000,2018,1,30,1,14.11,,,-3.83,-2.5,-3.26,88.48,93.96,90.97,0.113197508,0.144578995
5787,30.01.2018 02:00,1517277600,2018,1,30,2,14.11,,,-3.32,-2.41,-2.9,87.51,92.62,89.95,0.113197508,0.144578995
5788,30.01.2018 03:00,1517281200,2018,1,30,3,14.11,,,-3.87,-1.86,-2.55,88.15,93.57,89.7,0.113197508,0.144578995
5789,30.01.2018 04:00,1517284800,2018,1,30,4,14.11,,,-4.38,-3.73,-4.07,94.05,98.23,96.34,0.113197508,0.144578995
5790,30.01.2018 05:00,1517288400,2018,1,30,5,14.11,,,-3.94,-3.06,-3.49,93.22,98.08,95.34,0.113197508,0.144578995
5791,30.01.2018 06:00,1517292000,2018,1,30,6,14.11,,,-5.38,-3.81,-4.53,93.16,99.22,97.29,0.113197508,0.144578995
5792,30.01.2018 07:00,1517295600,2018,1,30,7,14.11,,,-5.74,-4.36,-5.16,99.22,99.25,99.23,0.113197508,0.144578995
5793,30.01.2018 08:00,1517299200,2018,1,30,8,14.11,,,-5.45,-3.93,-4.71,98.11,99.24,99.05,0.113197508,0.144578995
5794,30.01.2018 09:00,1517302800,2018,1,30,9,14.11,,,-3.24,2.03,-0.35,71.9,98.4,85.1,0.113197508,0.144578995
5795,30.01.2018 10:00,1517306400,2018,1,30,10,14.11,,,2.45,5.5,3.78,60.03,73.67,66.91,0.113197508,0.144578995
5796,30.01.2018 11:00,1517310000,2018,1,30,11,14.11,,,5.67,8.58,7.24,46.52,59.6,52.45,0.113197508,0.144578995
5797,30.01.2018 12:00,1517313600,2018,1,30,12,14.11,,,8.74,10.61,9.64,40.92,46.98,44.26,0.113197508,0.144578995
5798,30.01.2018 13:00,1517317200,2018,1,30,13,14.54,,,10.34,12.22,11.05,36.8,42.34,40,0.116758219,0.149126834
5799,30.01.2018 14:00,1517320800,2018,1,30,14,15.03,,,11.8,13.16,12.45,31.06,37.62,34.44,0.120815774,0.154309256
5800,30.01.2018 15:00,1517324400,2018,1,30,15,15.57,,,12.79,14.24,13.49,30.74,34.85,32.04,0.125287366,0.160020497
5801,30.01.2018 16:00,1517328000,2018,1,30,16,16.12,,,11.99,13.82,12.87,30.9,35.31,33.57,0.129841764,0.165837501
5802,30.01.2018 17:00,1517331600,2018,1,30,17,16.6,,,8.38,11.97,10.19,34.24,40.03,36.92,0.133816512,0.170914159
5803,30.01.2018 18:00,1517335200,2018,1,30,18,16.6,,,5.15,7.95,6.31,41.14,51.92,47.22,0.133816512,0.170914159
5804,30.01.2018 19:00,1517338800,2018,1,30,19,16.6,,,3.98,5.29,4.8,50.42,56.5,52.7,0.133816512,0.170914159
5805,30.01.2018 20:00,1517342400,2018,1,30,20,16.6,,,1.62,3.76,2.71,57.85,68.3,62.87,0.133816512,0.170914159
5806,30.01.2018 21:00,1517346000,2018,1,30,21,16.6,,,1.22,1.95,1.47,69.07,74.05,71.95,0.133816512,0.170914159
5807,30.01.2018 22:00,1517349600,2018,1,30,22,16.6,,,-0.07,1.17,0.61,73.23,81.89,77.02,0.133816512,0.170914159
5808,30.01.2018 23:00,1517353200,2018,1,30,23,16.6,,,-1.04,0.16,-0.45,83.63,90.98,88.21,0.133816512,0.170914159
5809,31.01.2018 00:00,1517356800,2018,1,31,0,16.6,,,-1.35,-0.03,-1.06,83.86,94.79,91.65,0.133816512,0.170914159
5810,31.01.2018 01:00,1517360400,2018,1,31,1,16.6,,,-1.62,0,-0.8,90.56,96.74,93.27,0.133816512,0.170914159
5811,31.01.2018 02:00,1517364000,2018,1,31,2,16.6,,,-2.06,-0.98,-1.6,89.18,98.26,95.34,0.133816512,0.170914159
5812,31.01.2018 03:00,1517367600,2018,1,31,3,16.6,,,-3.51,-1.69,-2.34,95.91,99.22,98.22,0.133816512,0.170914159
5813,31.01.2018 04:00,1517371200,2018,1,31,4,16.6,,,-3.63,-2.45,-3.13,99.23,99.26,99.25,0.133816512,0.170914159
5814,31.01.2018 05:00,1517374800,2018,1,31,5,16.6,,,-3.93,-2.56,-3.37,99.26,99.28,99.27,0.133816512,0.170914159
5815,31.01.2018 06:00,1517378400,2018,1,31,6,16.6,,,-5.03,-0.97,-2.8,95.52,99.26,98.63,0.133816512,0.170914159
5816,31.01.2018 07:00,1517382000,2018,1,31,7,16.6,,,-5.37,-3.63,-4.48,99.21,99.27,99.25,0.133816512,0.170914159
5817,31.01.2018 08:00,1517385600,2018,1,31,8,16.6,,,-4.66,-2.37,-3.67,99.25,99.28,99.26,0.133816512,0.170914159
5818,31.01.2018 09:00,1517389200,2018,1,31,9,16.6,,,-2.06,1.42,-0.61,86.13,99.25,95,0.133816512,0.170914159
5819,31.01.2018 10:00,1517392800,2018,1,31,10,16.6,,,2.09,5.61,3.88,67.53,81.85,75.35,0.133816512,0.170914159
5820,31.01.2018 11:00,1517396400,2018,1,31,11,16.6,,,6.24,9.75,7.9,52.9,66.73,59.47,0.133816512,0.170914159
5821,31.01.2018 12:00,1517400000,2018,1,31,12,16.6,,,10.2,12.33,11.31,42.96,50.95,46.05,0.133816512,0.170914159
5822,31.01.2018 13:00,1517403600,2018,1,31,13,17.09,,,11.86,13.22,12.35,42.06,44.32,43.22,0.137874067,0.176096581
5823,31.01.2018 14:00,1517407200,2018,1,31,14,17.63,,,12.43,14.24,13.32,37.53,41.51,39.38,0.142345659,0.181807822
5824,31.01.2018 15:00,1517410800,2018,1,31,15,18.19,,,13.36,14.23,13.67,35.32,39.04,37.32,0.146982865,0.187730589
5825,31.01.2018 16:00,1517414400,2018,1,31,16,18.75,,,12.35,14.5,13.34,34.12,42.4,38.17,0.151620071,0.193653357
5826,31.01.2018 17:00,1517418000,2018,1,31,17,19.26,,,9.06,12.1,10.86,41.63,47.9,44.01,0.15584324,0.199047307
5827,31.01.2018 18:00,1517421600,2018,1,31,18,19.26,,,5.12,8.64,6.6,49.18,58.43,54.45,0.15584324,0.199047307
5828,31.01.2018 19:00,1517425200,2018,1,31,19,19.26,,,4.18,5.84,5.16,48.61,55.48,51.9,0.15584324,0.199047307
5829,31.01.2018 20:00,1517428800,2018,1,31,20,19.26,,,2.79,4.48,3.51,50.86,62.43,58.28,0.15584324,0.199047307
5830,31.01.2018 21:00,1517432400,2018,1,31,21,19.26,,,0.81,3.62,1.88,53.22,68.36,62.02,0.15584324,0.199047307
5831,31.01.2018 22:00,1517436000,2018,1,31,22,19.26,,,-1.22,0.91,-0.2,66.95,76.9,71.84,0.15584324,0.199047307
5832,31.01.2018 23:00,1517439600,2018,1,31,23,19.26,,,-1.36,-0.01,-0.73,71.91,81.12,76.93,0.15584324,0.199047307
5833,1.02.2018 00:00,1517443200,2018,2,1,0,19.26,,,-1.62,-0.1,-1.16,74.51,81.25,78.29,0.15584324,0.199047307
5834,1.02.2018 01:00,1517446800,2018,2,1,1,19.26,,,-2.43,-1.15,-1.63,81.24,90.73,87.61,0.15584324,0.199047307
5835,1.02.2018 02:00,1517450400,2018,2,1,2,19.26,,,-2.52,-1.36,-2.08,86.52,95.25,91.33,0.15584324,0.199047307
5836,1.02.2018 03:00,1517454000,2018,2,1,3,19.26,,,-3.64,-2.44,-2.97,92.13,99.06,95.98,0.15584324,0.199047307
5837,1.02.2018 04:00,1517457600,2018,2,1,4,19.26,,,-3.69,-2.71,-3.27,96.02,99.23,98.42,0.15584324,0.199047307
5838,1.02.2018 05:00,1517461200,2018,2,1,5,19.26,,,-4.71,-3.14,-4.14,94.71,99.26,98.11,0.15584324,0.199047307
5839,1.02.2018 06:00,1517464800,2018,2,1,6,19.26,,,-5.24,-3.17,-3.89,99.21,99.26,99.23,0.15584324,0.199047307
5840,1.02.2018 07:00,1517468400,2018,2,1,7,19.26,,,-5.47,-4.29,-4.96,99.22,99.26,99.25,0.15584324,0.199047307
5841,1.02.2018 08:00,1517472000,2018,2,1,8,19.26,,,-4.21,-2.46,-3.7,99.25,99.27,99.26,0.15584324,0.199047307
5842,1.02.2018 09:00,1517475600,2018,2,1,9,19.26,,,-1.62,2.04,0.63,81.2,99.22,90.56,0.15584324,0.199047307
5843,1.02.2018 10:00,1517479200,2018,2,1,10,19.26,,,2.24,6.69,4.3,62.17,81.43,71.06,0.15584324,0.199047307
5844,1.02.2018 11:00,1517482800,2018,2,1,11,19.26,,,7.43,10.32,9.06,45.34,61.5,51.43,0.15584324,0.199047307
5845,1.02.2018 12:00,1517486400,2018,2,1,12,19.26,,,9.66,11.94,10.73,40.67,48.82,45.01,0.15584324,0.199047307
5846,1.02.2018 13:00,1517490000,2018,2,1,13,19.75,,,11.51,13.76,12.79,36.96,42.16,40.14,0.159900795,0.204229729
5847,1.02.2018 14:00,1517493600,2018,2,1,14,20.3,,,13.15,14.14,13.68,32.74,40.03,37,0.164455194,0.210046733
5848,1.02.2018 15:00,1517497200,2018,2,1,15,20.87,,,13.46,14.31,13.9,29.14,35.1,32.58,0.169175207,0.216075264
5849,1.02.2018 16:00,1517500800,2018,2,1,16,21.43,,,12.27,13.58,12.97,33.07,39.29,36.42,0.173812413,0.221998032
5850,1.02.2018 17:00,1517504400,2018,2,1,17,21.94,,,9.57,12.17,11.09,38.47,42.32,40.69,0.178035583,0.227391982
